Division,who,with who,total time,W/L/T,Hurdles,name,start,1.dog,name.1,chng,2.dog,name.2,chng.1,3.dog,name.3,chng.2,4.dog,when,location,track,championship
2.0,WildRunners Zephyr,FOFR DOG,51.95,W,25.0,Brix,0.1,4.41,Mason,0.5,4.69,Bella,0.55,4.45,Ted,0.3,5.04,2023-06-24 10:30:26,Prostějov,5,cz
2.0,FOFR DOG,WildRunners Zephyr,24.43,W,27.5,Ela,0.24,4.18,Hessie,0.23,4.84,Dizzy,error,4.42,Lenny,0,4.27,2023-06-24 10:32:03,Prostějov,4,cz
2.0,WildRunners Zephyr,FOFR DOG,24.6,L,25.0,Brix,0.02,4.43,Mason,-0.1,4.73,Bella,0.18,4.54,Ted,0.47,4.59,2023-06-24 10:32:03,Prostějov,5,cz
2.0,WildRunners Nightfall,Fire-Drakes,17.34,L,25.0,Nina,-0.08,4.07,Fleur,0.27,4.32,Gerry,0,4.57,Alex,0.17,4.02,2023-06-24 10:38:24,Prostějov,4,cz
2.0,Fire-Drakes,WildRunners Nightfall,21.88,W,27.5,Tami,0.11,4.19,Relí,0.26,4.31,Grace,0.27,5.44,Lizz,0.42,6.89,2023-06-24 10:38:24,Prostějov,5,cz
2.0,WildRunners Nightfall,Fire-Drakes,28.57,W,25.0,Nina,0.05,4.05,Fleur,0.3,4.39,Gerry,0.15,4.8,Alex,2.43,4.14,2023-06-24 10:39:54,Prostějov,4,cz
2.0,Fire-Drakes,WildRunners Nightfall,30.03,L,27.5,Tami,0.12,4.25,Relí,0.17,4.42,Grace,0,5.33,Lizz,0.36,5.95,2023-06-24 10:39:54,Prostějov,5,cz
2.0,WildRunners Nightfall,Fire-Drakes,17.97,W,25.0,Nina,0.001,4.13,Fleur,0.2,4.39,Gerry,0.22,4.44,Alex,0.43,4.16,2023-06-24 10:41:22,Prostějov,4,cz
2.0,Fire-Drakes,WildRunners Nightfall,20.06,L,27.5,Tami,0.14,4.28,Relí,0.16,4.38,Grace,error,5.9,Lizz,0.72,4.49,2023-06-24 10:41:22,Prostějov,5,cz
1.0,Flyvaryors Traditional,WildRunners Maximini,34.65,L,27.5,Lippi,0.17,3.83,Brutus,error,3.99,Tony,error,3.72,Meggie,0.18,3.7,2023-06-24 10:48:39,Prostějov,4,cz
1.0,WildRunners Maximini,Flyvaryors Traditional,18.43,W,25.0,Jessie,0.11,5.1,Bree,0.79,4.38,Bonnie,0,4.14,Brooke,0,3.91,2023-06-24 10:48:39,Prostějov,5,cz
1.0,Flyvaryors Traditional,WildRunners Maximini,24.68,W,27.5,Lippi,0.008,3.87,Brutus,0.13,4.01,Tony,0.21,3.77,Meggie,0.22,3.77,2023-06-24 10:50:33,Prostějov,4,cz
1.0,WildRunners Maximini,Flyvaryors Traditional,24.83,L,25.0,Brooke,0.06,4.2,Bree,2.56,4.15,Bonnie,0.4,4.08,Maggie,0.15,3.92,2023-06-24 10:50:33,Prostějov,5,cz
1.0,Flyvaryors Traditional,WildRunners Maximini,26.92,W,27.5,Lippi,0.04,3.84,Brutus,0,4.1,Tony,0.15,3.86,Meggie,0.31,3.94,2023-06-24 10:54:00,Prostějov,4,cz
1.0,WildRunners Maximini,Flyvaryors Traditional,27.71,L,25.0,Brooke,0.08,4.33,Bree,0.38,5.09,Bonnie,0.47,4.11,Maggie,0,4.01,2023-06-24 10:54:00,Prostějov,5,cz
1.0,Flyvaryors New Wave,WildRunners dreamers,15.29,W,22.5,Zack,0.05,3.76,Toko,0,3.7,Arthur,0.26,3.79,Dara,0,3.73,2023-06-24 11:01:37,Prostějov,4,cz
1.0,WildRunners dreamers,Flyvaryors New Wave,16.65,L,25.0,Sunny,0.11,4.04,Pax,0,3.97,Dixie,error,4.22,Hector,0.19,4.13,2023-06-24 11:01:37,Prostějov,5,cz
1.0,Flyvaryors New Wave,WildRunners dreamers,15.31,W,22.5,Zack,0.03,3.81,Toko,0.11,3.69,Arthur,0.14,3.77,Dara,0,3.76,2023-06-24 11:02:55,Prostějov,4,cz
1.0,WildRunners dreamers,Flyvaryors New Wave,17.09,L,25.0,Sunny,0.44,3.98,Pax,0,4.07,Dixie,-0.16,4.32,Hector,0.19,4.25,2023-06-24 11:02:55,Prostějov,5,cz
1.0,Flyvaryors New Wave,WildRunners dreamers,15.4,W,22.5,Zack,0.07,3.74,Toko,0.17,3.75,Arthur,0.1,3.76,Dara,0,3.81,2023-06-24 11:04:32,Prostějov,4,cz
1.0,WildRunners dreamers,Flyvaryors New Wave,16.8,L,25.0,Sunny,0.01,4,Pax,0,4.07,Dixie,0,4.38,Hector,0.16,4.19,2023-06-24 11:04:32,Prostějov,5,cz
3.0,WildRunners Wonders,Hopíci Brno,28.57,W,15.0,Dexter,0.04,4.31,Dusty,0.37,7.01,Gordon,0.36,6.1,Punk,4.48,5.91,2023-06-24 11:11:52,Prostějov,4,cz
3.0,Hopíci Brno,WildRunners Wonders,30.16,L,17.5,Estee,0.09,4.38,Trix,0.47,4.65,Dex,1.4,4.53,Tarry,0.4,4.95,2023-06-24 11:11:52,Prostějov,5,cz
3.0,WildRunners Wonders,Hopíci Brno,46.0,L,15.0,Dexter,0.1,4.45,Dusty,0,7.19,Gordon,0.45,6.21,Punk,3.46,3.02,2023-06-24 11:13:21,Prostějov,4,cz
3.0,Hopíci Brno,WildRunners Wonders,34.24,W,17.5,Estee,0.14,4.43,Trix,,4.59,Dex,1.05,4.63,Tarry,0.75,4.88,2023-06-24 11:13:21,Prostějov,5,cz
3.0,WildRunners Wonders,Hopíci Brno,29.56,L,15.0,Dexter,0.05,4.29,Dusty,0.23,7.09,Gordon,0.18,6.31,Punk,5.07,6.35,2023-06-24 11:15:01,Prostějov,4,cz
3.0,Hopíci Brno,WildRunners Wonders,29.52,W,17.5,Estee,0.02,4.47,Trix,0.54,4.53,Dex,0.82,4.69,Tarry,0.72,4.89,2023-06-24 11:15:01,Prostějov,5,cz
3.0,WildRunners XXL,FÉNIX,20.77,W,25.0,Scotty,0.59,4.67,Bruno,0.18,4.81,Negro,0.31,4.86,Speedy,0.72,4.64,2023-06-24 11:20:36,Prostějov,4,cz
3.0,FÉNIX,WildRunners XXL,28.65,L,15.0,Scary,0.07,4.61,Hanneli,0.19,4.25,Chezz,0.27,5.02,Najty,0.95,outside,2023-06-24 11:20:36,Prostějov,5,cz
3.0,WildRunners XXL,FÉNIX,22.53,W,25.0,Scotty,0.52,5.69,Bruno,0.64,4.8,Negro,0.6,4.87,Speedy,0.57,4.85,2023-06-24 11:22:15,Prostějov,4,cz
3.0,FÉNIX,WildRunners XXL,39.0,L,15.0,Scary,0.06,5.66,Hanneli,0.24,4.34,Chezz,0.28,5.27,Najty,0.74,4.47,2023-06-24 11:22:15,Prostějov,5,cz
3.0,WildRunners XXL,FÉNIX,19.93,L,25.0,Scotty,-0.1,4.74,Bruno,0.26,4.94,Negro,0.52,4.72,Speedy,error,4.85,2023-06-24 11:23:24,Prostějov,4,cz
3.0,FÉNIX,WildRunners XXL,19.84,W,15.0,Scary,0.007,4.44,Hanneli,0,4.39,Chezz,0.39,5.19,Najty,1.1,4.33,2023-06-24 11:23:24,Prostějov,5,cz
2.0,WildRunners Zephyr,Flyvaryors Kamikaze,19.38,W,25.0,Brix,0.18,4.48,Hank,0.41,4.49,Bella,0.22,4.55,Abby,0.68,4.39,2023-06-24 11:30:05,Prostějov,4,cz
2.0,Flyvaryors Kamikaze,WildRunners Zephyr,25.89,L,15.0,Wooffy,0.15,3.87,Angie,,4.55,Emmy,0.27,4.24,Idaho,0.24,5.83,2023-06-24 11:30:05,Prostějov,5,cz
2.0,WildRunners Zephyr,Flyvaryors Kamikaze,19.59,L,25.0,Brix,0.12,4.71,Hank,0.5,4.47,Bella,0.25,4.54,Abby,0.53,4.46,2023-06-24 11:31:27,Prostějov,4,cz
2.0,Flyvaryors Kamikaze,WildRunners Zephyr,18.86,W,15.0,Wooffy,0.14,3.87,Angie,0.17,4.58,Emmy,Ok,4.22,Idaho,0,5.9,2023-06-24 11:31:27,Prostějov,5,cz
2.0,WildRunners Zephyr,Flyvaryors Kamikaze,19.04,W,25.0,Brix,0.25,4.68,Hank,0.3,4.48,Bella,0.26,4.59,Abby,0.14,4.34,2023-06-24 11:32:49,Prostějov,4,cz
2.0,Flyvaryors Kamikaze,WildRunners Zephyr,19.09,L,15.0,Wooffy,0.11,3.86,Angie,0.18,4.55,Emmy,0.2,4.25,Idaho,0.2,5.74,2023-06-24 11:32:49,Prostějov,5,cz
2.0,Fire-Drakes,FOFR DOG,19.28,L,27.5,Tami,0.11,4.18,Relí,0.48,4.62,Grace,error,5.24,Lizz,0.3,4.37,2023-06-24 11:37:59,Prostějov,4,cz
2.0,FOFR DOG,Fire-Drakes,19.12,W,27.5,Ela,0.44,4.25,Hessie,0,5.11,Dizzy,0.43,4.5,Lenny,0.16,4.24,2023-06-24 11:37:59,Prostějov,5,cz
2.0,Fire-Drakes,FOFR DOG,27.75,L,27.5,Tami,0.16,4.23,Relí,0.14,4.69,Grace,0.75,5.11,Lizz,0.18,4.43,2023-06-24 11:39:27,Prostějov,4,cz
2.0,FOFR DOG,Fire-Drakes,23.96,W,27.5,Ela,0.13,4.18,Hessie,,4.94,Dizzy,0.15,4.47,Lenny,0,4.32,2023-06-24 11:39:27,Prostějov,5,cz
2.0,Fire-Drakes,FOFR DOG,19.5,L,27.5,Tami,0.18,4.25,Relí,0.2,4.6,Grace,0.18,5.28,Lizz,0.3,4.51,2023-06-24 11:41:24,Prostějov,4,cz
2.0,FOFR DOG,Fire-Drakes,18.82,W,27.5,Ela,0.21,4.24,Hessie,0.38,4.96,Dizzy,0.17,4.51,Lenny,0,4.36,2023-06-24 11:41:24,Prostějov,5,cz
1.0,WildRunners Maximini,WildRunners hopefuls,25.12,W,25.0,Bree,0.17,4.12,Bonnie,0.23,4.09,Maggie,0.31,3.84,Ashley,0.31,4.11,2023-06-24 11:48:40,Prostějov,4,cz
1.0,WildRunners hopefuls,WildRunners Maximini,31.28,L,30.0,Falco,0.11,4.14,Enola,0.16,3.95,Moon,0.47,3.92,Cookies,-0.14,4.87,2023-06-24 11:48:40,Prostějov,5,cz
1.0,WildRunners Maximini,WildRunners hopefuls,17.11,W,25.0,Bree,0.16,4.17,Bonnie,0,4.24,Maggie,0,4.06,Ashley,0.32,4.17,2023-06-24 11:49:52,Prostějov,4,cz
1.0,WildRunners hopefuls,WildRunners Maximini,17.93,L,30.0,Falco,0.09,4.14,Enola,0.39,3.95,Moon,0,4.15,Cookies,0.42,4.8,2023-06-24 11:49:52,Prostějov,5,cz
1.0,WildRunners Maximini,WildRunners hopefuls,16.94,L,25.0,Bree,0.17,4.15,Bonnie,0.23,4.21,Maggie,-0.11,3.96,Ashley,0.16,4.17,2023-06-24 11:50:59,Prostějov,4,cz
1.0,WildRunners hopefuls,WildRunners Maximini,17.62,W,30.0,Falco,0.09,4.24,Enola,0.18,3.96,Moon,0,4.05,Cookies,0.29,4.81,2023-06-24 11:50:59,Prostějov,5,cz
1.0,WildRunners dreamers,Flyvaryors Traditional,25.49,L,25.0,Sunny,0.08,4,Pax,0.37,4.05,Dixie,-0.13,4.28,Sirius,0.52,4.09,2023-06-24 11:58:41,Prostějov,4,cz
1.0,Flyvaryors Traditional,WildRunners dreamers,24.54,W,27.5,Lippi,0.08,3.81,Brutus,0.12,3.96,Tony,0.26,3.91,Meggie,error,3.87,2023-06-24 11:58:41,Prostějov,5,cz
1.0,WildRunners dreamers,Flyvaryors Traditional,16.84,L,25.0,Sunny,0.12,4.07,Pax,0.13,4.06,Dixie,-0.18,4.29,Sirius,0.24,4.11,2023-06-24 11:59:56,Prostějov,4,cz
1.0,Flyvaryors Traditional,WildRunners dreamers,15.84,W,27.5,Lippi,0.007,3.86,Brutus,0,4.09,Tony,0,3.94,Meggie,0,3.95,2023-06-24 11:59:56,Prostějov,5,cz
1.0,WildRunners dreamers,Flyvaryors Traditional,34.19,L,25.0,Sunny,0.25,4.29,Pax,Ok,4.1,Dixie,0.11,4.29,Sirius,0.22,4.11,2023-06-24 12:01:39,Prostějov,4,cz
1.0,Flyvaryors Traditional,WildRunners dreamers,30.89,W,27.5,Lippi,-0.04,3.8,Brutus,0,4.11,Tony,0,3.85,Meggie,0.28,3.86,2023-06-24 12:01:39,Prostějov,5,cz
3.0,Hopíci Brno,Furious Rockets,33.19,L,17.5,Estee,0.02,4.39,Trix,1.09,4.6,Dex,0.17,4.41,Tarry,0.43,5.14,2023-06-24 12:08:26,Prostějov,4,cz
3.0,Furious Rockets,Hopíci Brno,27.21,W,27.5,Rony,0.06,4.72,Bárny,0.31,5.44,Shadow,error,4.66,Cassiann,0.36,4.19,2023-06-24 12:08:26,Prostějov,5,cz
3.0,Hopíci Brno,Furious Rockets,19.85,W,17.5,Estee,0.06,4.34,Trix,0.61,4.65,Dex,0,4.63,Tarry,0.52,5.05,2023-06-24 12:09:32,Prostějov,4,cz
3.0,Furious Rockets,Hopíci Brno,21.02,L,27.5,Rony,0.09,4.7,Bárny,0.15,4.81,Shadow,0,4.64,Cassiann,0.63,6.01,2023-06-24 12:09:32,Prostějov,5,cz
3.0,Hopíci Brno,Furious Rockets,22.04,L,17.5,Estee,0.08,4.35,Trix,0.44,4.51,Dex,error,6.29,Tarry,1.24,5.12,2023-06-24 12:10:48,Prostějov,4,cz
3.0,Furious Rockets,Hopíci Brno,19.44,W,27.5,Rony,0.08,4.75,Bárny,0,4.92,Shadow,0,4.65,Cassiann,0.77,4.26,2023-06-24 12:10:48,Prostějov,5,cz
3.0,WildRunners Wonders,WildRunners XXL,22.34,L,15.0,Dexter,0.005,4.37,Jasper,0.32,5.6,Gordon,0.8,6.67,Bailey,error,4.59,2023-06-24 12:16:07,Prostějov,4,cz
3.0,WildRunners XXL,WildRunners Wonders,21.93,W,25.0,Rocky,0.23,5.05,Bruno,0.78,4.59,Negro,0.71,5.42,Speedy,0.29,4.87,2023-06-24 12:16:07,Prostějov,5,cz
3.0,WildRunners Wonders,WildRunners XXL,32.79,W,15.0,Dexter,0.02,4.46,Jasper,0.55,5.59,Gordon,0.56,6.97,Bailey,-0.18,4.56,2023-06-24 12:17:22,Prostějov,4,cz
3.0,WildRunners XXL,WildRunners Wonders,33.35,L,25.0,Rocky,0.14,5.05,Bruno,0.54,4.65,Negro,0.45,5.24,Speedy,0.26,4.92,2023-06-24 12:17:22,Prostějov,5,cz
3.0,WildRunners Wonders,WildRunners XXL,23.39,W,15.0,Dexter,0.03,4.42,Jasper,0,5.86,Gordon,0.41,6.97,Bailey,1.09,4.61,2023-06-24 12:18:38,Prostějov,4,cz
3.0,WildRunners XXL,WildRunners Wonders,28.46,L,25.0,Rocky,0.17,5.25,Bruno,0.43,4.86,Negro,0.94,5.33,Speedy,0.23,5.12,2023-06-24 12:18:38,Prostějov,5,cz
2.0,Flyvaryors Kamikaze,WildRunners Nightfall,28.15,L,15.0,Wooffy,0.1,3.89,Angie,0,4.69,Emmy,0.36,4.42,Ice,0,6.21,2023-06-24 12:25:39,Prostějov,4,cz
2.0,WildRunners Nightfall,Flyvaryors Kamikaze,17.61,W,27.5,Nina,0.02,4.18,Fleur,0.18,4.4,Sara,0,4.52,Alex,0,4.32,2023-06-24 12:25:39,Prostějov,5,cz
2.0,Flyvaryors Kamikaze,WildRunners Nightfall,29.38,L,15.0,Wooffy,0.05,3.91,Angie,0,6.33,Emmy,2.84,4.22,Ice,0,6.18,2023-06-24 12:26:59,Prostějov,4,cz
2.0,WildRunners Nightfall,Flyvaryors Kamikaze,24.76,W,27.5,Nina,0.01,4.07,Fleur,0.19,4.53,Sara,-0.15,4.62,Alex,0,4.56,2023-06-24 12:26:59,Prostějov,5,cz
2.0,Flyvaryors Kamikaze,WildRunners Nightfall,25.91,L,15.0,Wooffy,0.08,3.91,Angie,0,4.81,Emmy,error,4.29,Ice,0,6.97,2023-06-24 12:28:18,Prostějov,4,cz
2.0,WildRunners Nightfall,Flyvaryors Kamikaze,23.39,W,27.5,Nina,0.03,4.1,Fleur,0.13,4.57,Sara,error,4.68,Alex,0.3,4.25,2023-06-24 12:28:18,Prostějov,5,cz
2.0,WildRunners Zephyr,Fire-Drakes,33.08,W,25.0,Hank,0.26,4.71,Bella,0,4.88,Ted,0.72,outside,Abby,,4.49,2023-06-24 12:36:15,Prostějov,4,cz
2.0,Fire-Drakes,WildRunners Zephyr,20.62,L,27.5,Tami,0.15,4.25,Relí,,ran in,Grace,0.31,5.32,Lizz,0.21,5.82,2023-06-24 12:36:15,Prostějov,5,cz
2.0,WildRunners Zephyr,Fire-Drakes,42.53,L,25.0,Hank,0.33,4.47,Bella,0.35,4.84,Ted,0.25,outside,Abby,,4.51,2023-06-24 12:38:08,Prostějov,4,cz
2.0,Fire-Drakes,WildRunners Zephyr,28.32,W,27.5,Tami,0.16,4.32,Relí,,ran in,Grace,0,5.51,Lizz,1.03,4.7,2023-06-24 12:38:08,Prostějov,5,cz
2.0,WildRunners Zephyr,Fire-Drakes,53.12,L,25.0,Hank,0.34,4.46,Bella,0,4.93,Ted,0,outside,Abby,,4.53,2023-06-24 12:39:48,Prostějov,4,cz
2.0,Fire-Drakes,WildRunners Zephyr,47.32,W,27.5,Tami,0.15,4.28,Relí,0.4,4.51,Grace,-0.28,5.48,Lizz,1.13,4.54,2023-06-24 12:39:48,Prostějov,5,cz
1.0,WildRunners hopefuls,Flyvaryors New Wave,21.27,W,22.5,Enola,0.18,3.94,Moon,0.27,3.95,Kesha,0.38,4.73,Cookies,3.64,4.2,2023-06-24 14:08:59,Prostějov,4,cz
1.0,Flyvaryors New Wave,WildRunners hopefuls,15.81,L,22.5,Zack,-0.04,3.77,Toko,,ran in,Arthur,0.31,3.83,Dara,0.2,3.67,2023-06-24 14:08:59,Prostějov,5,cz
1.0,WildRunners hopefuls,Flyvaryors New Wave,20.35,L,22.5,Enola,0.05,3.91,Moon,0.28,3.93,Kesha,Ok,4.84,Cookies,3.27,4.07,2023-06-24 14:10:12,Prostějov,4,cz
1.0,Flyvaryors New Wave,WildRunners hopefuls,15.64,W,22.5,Zack,0.12,3.8,Toko,0.23,3.86,Arthur,0,3.93,Dara,0,3.7,2023-06-24 14:10:12,Prostějov,5,cz
1.0,WildRunners hopefuls,Flyvaryors New Wave,20.07,W,22.5,Enola,0.15,3.93,Moon,0,3.97,Kesha,0,4.93,Cookies,2.91,4.18,2023-06-24 14:11:50,Prostějov,4,cz
1.0,Flyvaryors New Wave,WildRunners hopefuls,32.02,L,22.5,Zack,0.18,3.81,Toko,0.15,3.93,Arthur,0,3.87,Dara,0.32,3.74,2023-06-24 14:11:50,Prostějov,5,cz
1.0,WildRunners Maximini,WildRunners dreamers,24.85,L,25.0,Brooke,0.11,4.18,Bonnie,1.04,4.31,Maggie,-0.18,4.06,Ashley,0,4.29,2023-06-24 14:18:18,Prostějov,4,cz
1.0,WildRunners dreamers,WildRunners Maximini,23.03,W,25.0,Sunny,0.05,4.07,Pax,0,4.11,Dixie,-0.16,4.31,Hector,0.24,4.28,2023-06-24 14:18:18,Prostějov,5,cz
1.0,WildRunners Maximini,WildRunners dreamers,42.86,L,25.0,Brooke,0.11,4.24,Bonnie,0.83,4.32,Maggie,error,3.98,Ashley,0.28,4.25,2023-06-24 14:19:56,Prostějov,4,cz
1.0,WildRunners dreamers,WildRunners Maximini,26.32,W,25.0,Sunny,-0.02,4.06,Pax,0,4.13,Dixie,0.24,4.22,Hector,0.21,4.25,2023-06-24 14:19:56,Prostějov,5,cz
1.0,WildRunners Maximini,WildRunners dreamers,18.52,L,25.0,Brooke,0.1,4.45,Bonnie,0.93,4.3,Maggie,0.23,4.1,Ashley,0.14,4.27,2023-06-24 14:21:01,Prostějov,4,cz
1.0,WildRunners dreamers,WildRunners Maximini,17.19,W,25.0,Sunny,0.06,4.01,Pax,0.38,4.06,Dixie,0,4.36,Hector,0.15,4.17,2023-06-24 14:21:01,Prostějov,5,cz
3.0,Hopíci Brno,FÉNIX,27.98,L,17.5,Estee,-0.12,4.4,Trix,0.66,4.51,Dex,0.26,4.51,Tarry,0.53,5.06,2023-06-24 14:27:17,Prostějov,4,cz
3.0,FÉNIX,Hopíci Brno,19.57,W,15.0,Banán,0.18,4.14,Hanneli,0.16,4.42,Chezz,0,5.05,Charlie,0.36,5.28,2023-06-24 14:27:17,Prostějov,5,cz
3.0,Hopíci Brno,FÉNIX,19.52,W,17.5,Estee,0.21,4.48,Trix,0.19,4.59,Dex,Ok,4.62,Tarry,0.41,5.01,2023-06-24 14:28:35,Prostějov,4,cz
3.0,FÉNIX,Hopíci Brno,19.74,L,15.0,Banán,0.09,4.16,Hanneli,0,4.46,Chezz,0.34,5.1,Charlie,0.31,5.28,2023-06-24 14:28:35,Prostějov,5,cz
3.0,Hopíci Brno,FÉNIX,21.89,L,17.5,Estee,0.14,4.48,Trix,1.67,4.99,Dex,0.26,4.73,Tarry,0.44,5.17,2023-06-24 14:29:47,Prostějov,4,cz
3.0,FÉNIX,Hopíci Brno,20.04,W,15.0,Banán,0.17,4.15,Hanneli,0.15,4.3,Chezz,0.29,5.14,Charlie,0.48,5.36,2023-06-24 14:29:47,Prostějov,5,cz
3.0,Furious Rockets,WildRunners Wonders,19.38,W,30.0,Rony,0.09,4.74,Bárny,0.34,4.82,Kostimill,0,4.92,Cassiann,0,4.48,2023-06-24 14:34:28,Prostějov,4,cz
3.0,WildRunners Wonders,Furious Rockets,23.93,L,15.0,Dexter,-0.02,4.42,Dusty,0.46,6.55,Gordon,0.45,7.07,Bailey,0.43,4.58,2023-06-24 14:34:28,Prostějov,5,cz
3.0,Furious Rockets,WildRunners Wonders,20.36,W,30.0,Rony,0.08,5.57,Bárny,0.52,4.89,Kostimill,0,4.88,Cassiann,0,4.42,2023-06-24 14:35:37,Prostějov,4,cz
3.0,WildRunners Wonders,Furious Rockets,24.35,L,15.0,Dexter,0.12,4.45,Dusty,0.52,7.2,Gordon,0,7.46,Bailey,,4.6,2023-06-24 14:35:37,Prostějov,5,cz
3.0,Furious Rockets,WildRunners Wonders,31.23,W,30.0,Rony,-0.04,4.78,Bárny,0.35,5.35,Kostimill,0,4.93,Cassiann,0.18,4.42,2023-06-24 14:37:28,Prostějov,4,cz
3.0,WildRunners Wonders,Furious Rockets,39.05,L,15.0,Dexter,0.15,4.52,Dusty,0.72,6.71,Gordon,error,7.89,Bailey,0.15,4.54,2023-06-24 14:37:28,Prostějov,5,cz
2.0,Flyvaryors Kamikaze,FOFR DOG,19.42,W,15.0,Wooffy,0.12,3.91,Angie,0,4.74,Emmy,0,4.4,Idaho,0.28,5.98,2023-06-24 14:43:23,Prostějov,4,cz
2.0,FOFR DOG,Flyvaryors Kamikaze,20.0,L,27.5,Hessie,0.15,4.84,Dizzy,0.16,4.59,Lenny,0.17,4.27,Elli,0.95,4.89,2023-06-24 14:43:23,Prostějov,5,cz
2.0,Flyvaryors Kamikaze,FOFR DOG,19.68,W,15.0,Wooffy,0.11,3.94,Angie,0,4.76,Emmy,0.23,4.35,Idaho,0.36,5.94,2023-06-24 14:44:43,Prostějov,4,cz
2.0,FOFR DOG,Flyvaryors Kamikaze,19.47,L,27.5,Hessie,-0.03,4.87,Dizzy,0.28,4.58,Lenny,0,4.41,Elli,0.42,4.94,2023-06-24 14:44:43,Prostějov,5,cz
2.0,Flyvaryors Kamikaze,FOFR DOG,19.23,W,15.0,Wooffy,0.07,3.9,Angie,0,4.73,Emmy,0,4.39,Idaho,0.34,5.8,2023-06-24 14:45:51,Prostějov,4,cz
2.0,FOFR DOG,Flyvaryors Kamikaze,19.43,L,27.5,Hessie,0.28,4.89,Dizzy,0.2,4.58,Lenny,0.2,4.17,Elli,0.17,4.94,2023-06-24 14:45:51,Prostějov,5,cz
2.0,WildRunners Nightfall,WildRunners Zephyr,17.58,L,25.0,Nina,-0.01,4.11,Sara,0.14,4.43,Gerry,0.14,4.58,Alex,0,4.19,2023-06-24 14:50:49,Prostějov,4,cz
2.0,WildRunners Zephyr,WildRunners Nightfall,19.81,W,25.0,Brix,0.1,4.61,Mason,0,4.79,Bella,0.35,4.64,Ted,0.89,4.42,2023-06-24 14:50:49,Prostějov,5,cz
2.0,WildRunners Nightfall,WildRunners Zephyr,17.8,W,25.0,Nina,0.01,4.16,Sara,0,4.55,Gerry,0,4.58,Alex,0.3,4.2,2023-06-24 14:52:14,Prostějov,4,cz
2.0,WildRunners Zephyr,WildRunners Nightfall,14.19,L,25.0,Brix,0.23,4.61,Mason,Ok,4.61,Bella,error,4.74,Ted,0.35,outside,2023-06-24 14:52:14,Prostějov,5,cz
2.0,WildRunners Nightfall,WildRunners Zephyr,17.95,W,25.0,Nina,0.03,4.29,Sara,0,4.46,Gerry,0.15,4.55,Alex,0.24,4.24,2023-06-24 14:53:15,Prostějov,4,cz
2.0,WildRunners Zephyr,WildRunners Nightfall,19.17,L,25.0,Brix,0.19,4.62,Mason,0,4.81,Bella,0.16,4.73,Ted,0,4.67,2023-06-24 14:53:15,Prostějov,5,cz
1.0,WildRunners hopefuls,Flyvaryors Traditional,21.03,L,27.5,Enola,0.58,3.93,Moon,0.32,3.94,Alfie,0,4.14,Cookies,4.08,4.05,2023-06-24 15:00:46,Prostějov,4,cz
1.0,Flyvaryors Traditional,WildRunners hopefuls,16.06,W,27.5,Lippi,0.11,3.89,Brutus,0,4.12,Tony,0.17,3.78,Meggie,0.15,3.84,2023-06-24 15:00:46,Prostějov,5,cz
1.0,WildRunners hopefuls,Flyvaryors Traditional,24.19,L,27.5,Enola,-0.001,3.95,Moon,0,4.11,Alfie,0,4.21,Cookies,Ok,7.63,2023-06-24 15:02:04,Prostějov,4,cz
1.0,Flyvaryors Traditional,WildRunners hopefuls,16.02,W,27.5,Lippi,0.12,3.85,Brutus,0,4.12,Tony,0.21,3.75,Meggie,0,3.97,2023-06-24 15:02:04,Prostějov,5,cz
1.0,WildRunners hopefuls,Flyvaryors Traditional,29.22,L,27.5,Enola,0.03,3.97,Moon,0.17,3.99,Alfie,error,4.12,Cookies,6.03,4.21,2023-06-24 15:03:29,Prostějov,4,cz
1.0,Flyvaryors Traditional,WildRunners hopefuls,15.92,W,27.5,Lippi,0.06,3.84,Brutus,0,4.13,Tony,0,3.9,Meggie,0,4,2023-06-24 15:03:29,Prostějov,5,cz
1.0,Flyvaryors New Wave,WildRunners Maximini,15.71,W,22.5,Zack,0.1,3.73,Toko,0.14,3.87,Arthur,0.15,3.91,Dara,0,3.82,2023-06-24 15:09:46,Prostějov,4,cz
1.0,WildRunners Maximini,Flyvaryors New Wave,17.97,L,25.0,Bonnie,0.46,4.18,Bree,0.36,4.32,Maggie,0.15,3.91,Ashley,0.29,4.3,2023-06-24 15:09:46,Prostějov,5,cz
1.0,Flyvaryors New Wave,WildRunners Maximini,41.82,L,22.5,Zack,0.09,3.72,Toko,0.09,3.93,Arthur,0,3.87,Dara,0,3.84,2023-06-24 15:11:33,Prostějov,4,cz
1.0,WildRunners Maximini,Flyvaryors New Wave,24.67,W,25.0,Bonnie,-0.06,4.19,Bree,0,4.48,Maggie,0,4.05,Ashley,0.16,4.23,2023-06-24 15:11:33,Prostějov,5,cz
1.0,Flyvaryors New Wave,WildRunners Maximini,29.33,L,22.5,Zack,0.15,3.77,Toko,0.36,3.99,Arthur,error,3.83,Dara,0.15,3.83,2023-06-24 15:12:59,Prostějov,4,cz
1.0,WildRunners Maximini,Flyvaryors New Wave,17.54,W,25.0,Bonnie,0.13,4.23,Bree,0.25,4.57,Maggie,0,4,Ashley,0,4.36,2023-06-24 15:12:59,Prostějov,5,cz
3.0,WildRunners XXL,Hopíci Brno,20.4,W,25.0,Scotty,-0.21,4.65,Rocky,0.3,5.1,Bruno,0.29,4.84,Speedy,0.59,4.84,2023-06-24 15:18:09,Prostějov,4,cz
